1 2 1	1095171960 2004-9-14
151 5849 -1	1180220520 2007-5-26
5852 5849 -1	1180426140 2007-5-29
4966 5737 -1	1180152600 2007-5-26
670 5737 -1	1180159500 2007-5-26
1089 5737 -1	1180159680 2007-5-26
5572 5737 -1	1180165920 2007-5-26
3584 5737 1	1180170060 2007-5-26
423 5737 -1	1180171260 2007-5-26
4431 5737 -1	1180173960 2007-5-26
5675 5737 -1	1180175460 2007-5-26
4898 5737 -1	1180177140 2007-5-26
5670 5737 -1	1180179060 2007-5-26
1712 5737 -1	1180179720 2007-5-26
2464 5737 -1	1180180260 2007-5-26
4445 5737 -1	1180180440 2007-5-26
4124 5737 -1	1180189320 2007-5-26
2399 5737 1	1180191300 2007-5-26
956 5737 1	1180195800 2007-5-26
983 5737 -1	1180196940 2007-5-26
1620 5737 1	1180198320 2007-5-26
5142 5737 -1	1180214700 2007-5-26
127 5737 -1	1180220160 2007-5-26
2205 3966 1	1180189260 2007-5-26
127 3966 1	1180189500 2007-5-26
5044 3966 1	1180189680 2007-5-26
956 3966 -1	1180195560 2007-5-26
983 3966 -1	1180196820 2007-5-26
423 3966 1	1180200780 2007-5-26
1620 3966 1	1180225680 2007-5-27
4898 3966 1	1180260060 2007-5-27
1063 3966 -1	1180269360 2007-5-27
5853 3966 -1	1180276800 2007-5-27
4150 3966 -1	1180281720 2007-5-27
5854 3966 -1	1180309860 2007-5-27
5540 3966 -1	1180356060 2007-5-28
5151 3966 1	1180387080 2007-5-28
5828 3966 -1	1180430280 2007-5-29
2290 3966 -1	1180466040 2007-5-29
5139 3966 1	1180474020 2007-5-29
5795 3966 -1	1180477200 2007-5-29
106 5855 1	1180208940 2007-5-26
4523 5855 1	1180209000 2007-5-26
4316 5855 1	1180209540 2007-5-26
3874 5855 1	1180209660 2007-5-26
5130 5855 1	1180210140 2007-5-26
983 5855 1	1180210200 2007-5-26
5044 5855 1	1180210320 2007-5-26
2708 5855 1	1180210680 2007-5-26
423 5855 1	1180212840 2007-5-26
5142 5855 1	1180222200 2007-5-26
3496 5855 1	1180224900 2007-5-27
698 5855 1	1180225920 2007-5-27
4617 5855 1	1180228260 2007-5-27
3673 5855 1	1180236180 2007-5-27
4431 5855 1	1180256160 2007-5-27
4898 5855 1	1180260180 2007-5-27
2234 5855 1	1180268400 2007-5-27
1659 5855 1	1180270980 2007-5-27
5572 5855 1	1180272840 2007-5-27
3655 5855 1	1180288560 2007-5-27
5239 5855 1	1180296480 2007-5-27
5223 5855 1	1180298100 2007-5-27
4893 5855 1	1180299540 2007-5-27
5714 5855 1	1180308840 2007-5-27
5752 5855 1	1180354860 2007-5-28
5540 5855 1	1180356660 2007-5-28
5856 5855 1	1180363440 2007-5-28
3154 5855 1	1180368000 2007-5-28
1741 5855 1	1180383660 2007-5-28
5095 5855 1	1180426320 2007-5-29
5828 5855 1	1180430100 2007-5-29
4614 5855 1	1180494000 2007-5-30
3315 5855 1	1180541400 2007-5-30
3088 5855 1	1180546980 2007-5-30
3148 5855 1	1180555020 2007-5-30
5829 5855 1	1180640220 2007-5-31
2329 5855 1	1180723080 2007-6-1
1620 5855 1	1180734660 2007-6-1
5003 5855 1	1180789080 2007-6-2
3139 5855 1	1180800960 2007-6-2
2815 5855 1	1180801680 2007-6-2
5857 5855 1	1180810380 2007-6-2
5735 5855 1	1180819680 2007-6-2
4944 5855 1	1180827120 2007-6-2
3314 3673 1	1180597260 2007-5-31
4478 3673 1	1180797000 2007-6-2
3262 3673 1	1180797300 2007-6-2
3141 3673 1	1180798020 2007-6-2
29 3673 1	1180798800 2007-6-2
4523 3673 1	1180798800 2007-6-2
423 3673 1	1180798860 2007-6-2
4431 3673 1	1180799400 2007-6-2
4617 3673 1	1180799520 2007-6-2
5828 3673 1	1180799640 2007-6-2
2996 3673 1	1180801920 2007-6-2
3148 3673 1	1180806480 2007-6-2
1051 3673 1	1180806600 2007-6-2
5149 3673 1	1180807860 2007-6-2
5572 3673 1	1180807980 2007-6-2
4614 3673 1	1180809960 2007-6-2
5437 3673 1	1180810740 2007-6-2
1063 3673 1	1180810980 2007-6-2
983 3673 1	1180812900 2007-6-2
1829 3673 1	1180814460 2007-6-2
4898 3673 1	1180816380 2007-6-2
4893 3673 1	1180818240 2007-6-2
4944 3673 1	1180824780 2007-6-2
2128 3673 1	1180826220 2007-6-2
5239 3673 1	1180830360 2007-6-3
1472 3673 1	1180831020 2007-6-3
5681 3673 1	1180831140 2007-6-3
3588 3673 1	1180836180 2007-6-3
1676 3673 1	1180836540 2007-6-3
5130 3673 1	1180845480 2007-6-3
5124 3673 1	1180852080 2007-6-3
5044 3673 1	1180864560 2007-6-3
5128 3673 1	1180884960 2007-6-3
1620 3673 1	1180900440 2007-6-3
4562 3673 1	1180908540 2007-6-3
11 3673 1	1180920300 2007-6-4
2358 3673 1	1180922820 2007-6-4
2674 3673 1	1180939020 2007-6-4
1033 3673 1	1180961940 2007-6-4
5470 3673 1	1180965120 2007-6-4
698 3673 1	1180967820 2007-6-4
3169 3673 1	1180971540 2007-6-4
3315 3673 1	1180990080 2007-6-4
392 3673 1	1181020080 2007-6-5
5368 3673 1	1181024160 2007-6-5
4911 3673 1	1181056380 2007-6-5
3740 3673 1	1181075220 2007-6-5
3287 3673 1	1181099880 2007-6-6
100 3673 1	1181138940 2007-6-6
670 3673 1	1181196780 2007-6-7
2049 3673 1	1181205840 2007-6-7
2349 3673 1	1181210760 2007-6-7
5795 3673 1	1181241240 2007-6-7
1015 3673 1	1181250960 2007-6-7
242 3673 1	1181261700 2007-6-8
2764 3673 1	1181272500 2007-6-8
5781 3673 1	1181312640 2007-6-8
4284 5858 1	1180242360 2007-5-27
5318 5858 1	1180252920 2007-5-27
983 5858 1	1180279500 2007-5-27
5293 5858 -1	1180285440 2007-5-27
5859 5858 1	1180296060 2007-5-27
5043 5858 1	1180365300 2007-5-28
2464 5858 1	1180427940 2007-5-29
5860 5858 1	1180463280 2007-5-29
5540 5858 1	1180468800 2007-5-29
779 5858 -1	1180476360 2007-5-29
3315 5858 1	1180541820 2007-5-30
5494 5858 -1	1180549560 2007-5-30
1063 5858 -1	1180567980 2007-5-30
4619 5858 1	1180609800 2007-5-31
5144 5858 -1	1180629420 2007-5-31
670 5858 -1	1180686600 2007-6-1
1620 5858 1	1180736040 2007-6-1
4117 5858 -1	1180792080 2007-6-2
4608 5475 1	1180287840 2007-5-27
5796 5475 1	1180288860 2007-5-27
4223 5475 1	1180290060 2007-5-27
5044 5475 1	1180295220 2007-5-27
5144 5475 1	1180295940 2007-5-27
4893 5475 1	1180299600 2007-5-27
5572 5475 1	1180299780 2007-5-27
983 5475 1	1180316760 2007-5-28
4617 5475 1	1180324560 2007-5-28
698 5475 1	1180326900 2007-5-28
4464 5475 1	1180331460 2007-5-28
4431 5475 1	1180341000 2007-5-28
4598 5475 1	1180353600 2007-5-28
4523 5475 1	1180355340 2007-5-28
3154 5475 1	1180355820 2007-5-28
4605 5475 1	1180370820 2007-5-28
4985 5475 1	1180376460 2007-5-28
1962 5475 1	1180391880 2007-5-28
423 5475 1	1180392240 2007-5-28
308 5475 1	1180398840 2007-5-29
1556 5475 1	1180406040 2007-5-29
5142 5475 1	1180412040 2007-5-29
5128 5475 1	1180418580 2007-5-29
2464 5475 1	1180423620 2007-5-29
5828 5475 1	1180429620 2007-5-29
5688 5475 1	1180449180 2007-5-29
5767 5475 1	1180463280 2007-5-29
5540 5475 1	1180469220 2007-5-29
4034 5475 1	1180478040 2007-5-29
3740 5475 1	1180483980 2007-5-30
3315 5475 1	1180541940 2007-5-30
5861 5475 -1	1180548660 2007-5-30
4614 5475 1	1180556400 2007-5-30
415 5475 -1	1180558920 2007-5-30
1063 5475 1	1180567440 2007-5-30
3088 5475 1	1180624500 2007-5-31
5829 5475 1	1180654380 2007-5-31
4262 5475 1	1180709700 2007-6-1
1656 5475 1	1180710780 2007-6-1
1620 5475 1	1180713960 2007-6-1
5421 5475 1	1180769760 2007-6-2
4944 5475 1	1180827000 2007-6-2
670 5475 1	1180835520 2007-6-3
2632 5475 1	1180854960 2007-6-3
1654 5475 1	1180910040 2007-6-3
106 5152 1	1180297920 2007-5-27
5587 5152 -1	1180302840 2007-5-27
4194 5152 1	1180306920 2007-5-27
983 5152 1	1180309560 2007-5-27
5862 5152 1	1180336860 2007-5-28
4523 5152 1	1180356060 2007-5-28
1063 5152 -1	1180360500 2007-5-28
5466 5152 1	1180361460 2007-5-28
4478 5152 1	1180373520 2007-5-28
5237 5152 1	1180393800 2007-5-28
4618 5152 1	1180394400 2007-5-28
4985 5152 1	1180397400 2007-5-29
1646 5152 1	1180399560 2007-5-29
5540 5152 1	1180399620 2007-5-29
5431 5152 -1	1180404060 2007-5-29
5128 5152 1	1180423140 2007-5-29
2464 5152 1	1180423440 2007-5-29
5828 5152 1	1180429260 2007-5-29
3315 5152 1	1180542480 2007-5-30
5641 5152 -1	1180558560 2007-5-30
4562 5152 -1	1180560120 2007-5-30
5781 5152 1	1180615020 2007-5-31
5043 5152 1	1180622760 2007-5-31
5678 5152 1	1180660920 2007-6-1
5130 5152 1	1180664160 2007-6-1
670 5152 -1	1180687080 2007-6-1
4117 5152 -1	1180793580 2007-6-2
127 5152 -1	1180808100 2007-6-2
5863 5152 -1	1180822680 2007-6-2
4944 5152 1	1180826340 2007-6-2
4607 5152 -1	1180835160 2007-6-3
2976 5152 -1	1180872480 2007-6-3
5044 5864 -1	1180362780 2007-5-28
5054 5864 -1	1180363500 2007-5-28
1829 5864 -1	1180363560 2007-5-28
4673 5864 1	1180364580 2007-5-28
4079 5864 -1	1180364880 2007-5-28
4605 5864 -1	1180365060 2007-5-28
5781 5864 -1	1180365360 2007-5-28
5670 5864 1	1180365840 2007-5-28
127 5864 -1	1180369500 2007-5-28
5368 5864 -1	1180373040 2007-5-28
4820 5864 -1	1180373100 2007-5-28
423 3991 1	1180392360 2007-5-28
106 3991 -1	1180392420 2007-5-28
1620 3991 1	1180392960 2007-5-28
3208 3991 -1	1180394040 2007-5-28
5368 3991 -1	1180398900 2007-5-29
4193 3991 -1	1180401660 2007-5-29
4480 3991 -1	1180402680 2007-5-29
5587 3991 -1	1180405800 2007-5-29
547 3991 -1	1180411860 2007-5-29
4820 3991 -1	1180412220 2007-5-29
670 3991 -1	1180413300 2007-5-29
720 3991 -1	1180421220 2007-5-29
5828 3991 -1	1180429440 2007-5-29
5540 3991 -1	1180434480 2007-5-29
5781 3991 -1	1180436100 2007-5-29
4478 3991 -1	1180436160 2007-5-29
5670 3991 -1	1180438440 2007-5-29
3262 3991 -1	1180438740 2007-5-29
1563 3991 -1	1180440420 2007-5-29
4898 3991 -1	1180441800 2007-5-29
4618 3991 -1	1180447260 2007-5-29
5670 5535 1	1180453920 2007-5-29
4617 5535 1	1180454220 2007-5-29
4893 5535 1	1180454400 2007-5-29
5145 5535 -1	1180454880 2007-5-29
4523 5535 -1	1180456140 2007-5-29
4608 5535 1	1180456920 2007-5-29
5003 5535 -1	1180461420 2007-5-29
5540 5535 1	1180463580 2007-5-29
127 5535 1	1180473420 2007-5-29
423 5535 1	1180475520 2007-5-29
3740 5535 -1	1180476540 2007-5-29
5132 5535 1	1180479060 2007-5-29
4562 5535 1	1180486140 2007-5-30
5471 5535 1	1180497540 2007-5-30
4614 5535 1	1180498200 2007-5-30
5043 5535 1	1180527900 2007-5-30
3315 5535 1	1180542720 2007-5-30
983 5535 1	1180555560 2007-5-30
5473 5535 1	1180569720 2007-5-31
952 5535 -1	1180579200 2007-5-31
5572 5535 1	1180628220 2007-5-31
818 5535 1	1180630200 2007-5-31
4898 5535 1	1180680840 2007-6-1
670 5535 -1	1180687140 2007-6-1
1257 5535 1	1180691940 2007-6-1
3057 5535 1	1180705800 2007-6-1
3333 5535 -1	1180721640 2007-6-1
779 5535 -1	1180774920 2007-6-2
4117 5535 -1	1180794060 2007-6-2
4944 5535 1	1180826280 2007-6-2
5829 5535 -1	1180878900 2007-6-3
5152 5535 1	1180909020 2007-6-3
1620 5535 -1	1180932420 2007-6-4
500 5535 -1	1180933740 2007-6-4
5105 5535 1	1180977120 2007-6-4
4607 5535 1	1180996860 2007-6-4
5139 5535 1	1181008920 2007-6-5
4608 5865 1	1180469460 2007-5-29
4034 5865 1	1180479720 2007-5-29
5535 5865 1	1180480440 2007-5-29
5044 5865 1	1180480740 2007-5-29
5587 5865 1	1180480800 2007-5-29
4378 5865 1	1180481280 2007-5-29
777 5865 1	1180482240 2007-5-29
5866 5865 1	1180482540 2007-5-29
4606 5865 1	1180483080 2007-5-29
4523 5865 1	1180483620 2007-5-30
4262 5865 1	1180483920 2007-5-30
2429 5865 1	1180484280 2007-5-30
5239 5865 1	1180484460 2007-5-30
5540 5865 1	1180485060 2007-5-30
63 5865 1	1180485120 2007-5-30
4820 5865 1	1180486200 2007-5-30
491 5865 1	1180487820 2007-5-30
5475 5865 1	1180488060 2007-5-30
4227 5865 1	1180488240 2007-5-30
5473 5865 1	1180490700 2007-5-30
5796 5865 1	1180491840 2007-5-30
5130 5865 1	1180491960 2007-5-30
4117 5865 1	1180492140 2007-5-30
4966 5865 1	1180492440 2007-5-30
5213 5865 1	1180492800 2007-5-30
4464 5865 1	1180503720 2007-5-30
4617 5865 1	1180503960 2007-5-30
4898 5865 1	1180505520 2007-5-30
5142 5865 1	1180506120 2007-5-30
5128 5865 1	1180509180 2007-5-30
4431 5865 1	1180514640 2007-5-30
698 5865 1	1180521660 2007-5-30
3595 5865 1	1180521720 2007-5-30
423 5865 1	1180524780 2007-5-30
5652 5865 1	1180531680 2007-5-30
5867 5865 1	1180533840 2007-5-30
4893 5865 1	1180535520 2007-5-30
5868 5865 1	1180536660 2007-5-30
4824 5865 1	1180537320 2007-5-30
3315 5865 1	1180542840 2007-5-30
4478 5865 1	1180542900 2007-5-30
106 5865 1	1180544040 2007-5-30
5769 5865 1	1180549380 2007-5-30
1676 5865 1	1180550820 2007-5-30
5828 5865 1	1180557060 2007-5-30
3287 5865 1	1180560360 2007-5-30
1063 5865 1	1180564620 2007-5-30
1106 5865 1	1180567620 2007-5-30
286 5865 1	1180585380 2007-5-31
720 5865 1	1180593780 2007-5-31
5119 5865 1	1180618920 2007-5-31
1656 5865 1	1180636980 2007-5-31
4607 5865 1	1180639560 2007-5-31
5489 5865 1	1180646700 2007-5-31
5377 5865 1	1180652760 2007-5-31
5869 5865 1	1180678800 2007-6-1
1051 5865 1	1180683780 2007-6-1
3088 5865 1	1180706400 2007-6-1
4301 5865 1	1180710420 2007-6-1
4562 5865 1	1180752420 2007-6-2
5124 5865 1	1180790100 2007-6-2
2734 5865 1	1180795140 2007-6-2
5870 5865 1	1180796280 2007-6-2
4944 5865 1	1180826220 2007-6-2
5829 5865 1	1180879020 2007-6-3
5871 5865 1	1180903380 2007-6-3
5152 5865 1	1180909080 2007-6-3
11 5865 1	1180921620 2007-6-4
4789 5865 1	1180954860 2007-6-4
4618 5865 1	1180979220 2007-6-4
5138 5865 1	1180983180 2007-6-4
3281 5865 1	1180983960 2007-6-4
4706 5865 1	1180991160 2007-6-4
5673 5865 1	1180996140 2007-6-4
295 5865 1	1181041920 2007-6-5
3854 5865 1	1181063400 2007-6-5
3736 5865 1	1181064960 2007-6-5
1657 5865 1	1181072940 2007-6-5
3262 5865 1	1181077500 2007-6-5
955 5865 1	1181078580 2007-6-5
5821 5865 1	1181080920 2007-6-5
4034 5872 1	1180492260 2007-5-30
3813 5872 1	1180500720 2007-5-30
4966 5872 -1	1180501740 2007-5-30
4464 5872 1	1180503660 2007-5-30
4898 5872 1	1180505880 2007-5-30
2165 5872 -1	1180511940 2007-5-30
423 5872 1	1180514820 2007-5-30
4431 5872 1	1180520640 2007-5-30
5540 5872 -1	1180527660 2007-5-30
5043 5872 1	1180529160 2007-5-30
968 5872 -1	1180534860 2007-5-30
4607 5872 1	1180539420 2007-5-30
4478 5872 1	1180542600 2007-5-30
3315 5872 1	1180543200 2007-5-30
5670 5872 1	1180545840 2007-5-30
5873 5872 1	1180551480 2007-5-30
136 5872 1	1180552980 2007-5-30
5874 5872 1	1180558320 2007-5-30
3141 5872 1	1180565100 2007-5-30
779 5872 1	1180566120 2007-5-30
952 5872 -1	1180577220 2007-5-31
3717 5872 1	1180580760 2007-5-31
5572 5872 1	1180627320 2007-5-31
4316 5872 1	1180645140 2007-5-31
5535 5872 1	1180645380 2007-5-31
4544 5872 1	1180659300 2007-6-1
670 5872 -1	1180686420 2007-6-1
3088 5872 1	1180706700 2007-6-1
5470 5872 1	1180719360 2007-6-1
1063 5872 -1	1180728780 2007-6-1
2173 5872 -1	1180789680 2007-6-2
4944 5872 1	1180825860 2007-6-2
3445 5872 1	1180881000 2007-6-3
4117 5872 -1	1180965480 2007-6-4
5875 5872 1	1181002020 2007-6-5
5368 5872 -1	1181023920 2007-6-5
2718 5872 -1	1181024220 2007-6-5
5259 5872 1	1181061180 2007-6-5
5223 5872 1	1181061840 2007-6-5
4523 5872 1	1181063820 2007-6-5
4614 5872 1	1181064600 2007-6-5
5696 5872 1	1181065560 2007-6-5
5145 5872 1	1181065800 2007-6-5
4311 5872 1	1181066160 2007-6-5
1350 5872 -1	1181069100 2007-6-5
3220 5872 1	1181070840 2007-6-5
4598 5872 1	1181070960 2007-6-5
5587 5872 1	1181078400 2007-6-5
4069 5872 1	1181078700 2007-6-5
4515 5872 1	1181083320 2007-6-5
2349 5872 1	1181091780 2007-6-6
4606 5431 1	1180492260 2007-5-30
2764 5431 1	1180492680 2007-5-30
2708 5431 1	1180493040 2007-5-30
4617 5431 1	1180504140 2007-5-30
4898 5431 1	1180505940 2007-5-30
4431 5431 1	1180522200 2007-5-30
4523 5431 1	1180522260 2007-5-30
423 5431 1	1180524900 2007-5-30
5540 5431 1	1180526820 2007-5-30
5535 5431 1	1180534980 2007-5-30
4478 5431 1	1180542720 2007-5-30
3315 5431 1	1180543020 2007-5-30
5472 5431 1	1180547400 2007-5-30
5130 5431 1	1180550580 2007-5-30
983 5431 1	1180555440 2007-5-30
5641 5431 1	1180557840 2007-5-30
4608 5431 1	1180558440 2007-5-30
4966 5431 1	1180561860 2007-5-30
1676 5431 1	1180574460 2007-5-31
5044 5431 1	1180601940 2007-5-31
698 5431 1	1180603320 2007-5-31
5572 5431 1	1180615320 2007-5-31
5675 5431 1	1180642440 2007-5-31
4316 5431 1	1180656480 2007-6-1
670 5431 1	1180687620 2007-6-1
3088 5431 1	1180706820 2007-6-1
1157 5431 1	1180708440 2007-6-1
4893 5431 1	1180716660 2007-6-1
1003 5431 1	1180813740 2007-6-2
4944 5431 1	1180825980 2007-6-2
4614 5431 1	1180896720 2007-6-3
11 5431 1	1180921560 2007-6-4
3854 5431 1	1181063280 2007-6-5
4898 5876 -1	1180539180 2007-5-30
3595 5876 -1	1180539540 2007-5-30
4553 5876 -1	1180540440 2007-5-30
4431 5876 -1	1180540560 2007-5-30
3315 5876 -1	1180543320 2007-5-30
5670 5876 1	1180544100 2007-5-30
2748 5877 -1	1180544160 2007-5-30
5670 5877 -1	1180544280 2007-5-30
4953 5877 -1	1180544580 2007-5-30
1556 5877 -1	1180546680 2007-5-30
5472 5877 -1	1180547040 2007-5-30
4898 5877 1	1180547760 2007-5-30
5132 5878 -1	1180566300 2007-5-30
3148 5878 -1	1180566720 2007-5-30
3141 5878 -1	1180567680 2007-5-30
5587 5878 -1	1180568280 2007-5-30
4034 5878 -1	1180569840 2007-5-31
983 5879 -1	1180559340 2007-5-30
4553 5879 -1	1180560060 2007-5-30
5673 5879 -1	1180562280 2007-5-30
5252 5879 1	1180563000 2007-5-30
2080 5879 1	1180563000 2007-5-30
127 5879 -1	1180564260 2007-5-30
3148 5879 -1	1180566900 2007-5-30
423 5879 -1	1180571340 2007-5-31
4034 5879 -1	1180571940 2007-5-31
5003 5879 -1	1180575540 2007-5-31
5130 5879 -1	1180585080 2007-5-31
2601 5879 1	1180590300 2007-5-31
2165 5879 1	1180597680 2007-5-31
5128 5879 1	1180606140 2007-5-31
4431 5879 -1	1180615560 2007-5-31
4478 5879 1	1180624560 2007-5-31
5696 5879 1	1180632720 2007-5-31
4953 5879 1	1180635840 2007-5-31
3655 5879 1	1180638240 2007-5-31
5139 5879 1	1180646220 2007-5-31
4480 5879 -1	1180651920 2007-5-31
5470 5879 1	1180663860 2007-6-1
392 5879 1	1180680480 2007-6-1
670 5879 -1	1180686300 2007-6-1
4445 5879 -1	1180690260 2007-6-1
5540 5879 -1	1180709880 2007-6-1
3740 5879 1	1180713300 2007-6-1
1620 5879 -1	1180840440 2007-6-3
5587 4464 1	1180562940 2007-5-30
4617 4464 1	1180589160 2007-5-31
4608 4464 1	1180589520 2007-5-31
3599 4464 1	1180590780 2007-5-31
5130 4464 1	1180591860 2007-5-31
4820 4464 1	1180599360 2007-5-31
4514 4464 1	1180599960 2007-5-31
5128 4464 1	1180600500 2007-5-31
5044 4464 1	1180600800 2007-5-31
5124 4464 1	1180601820 2007-5-31
698 4464 1	1180603200 2007-5-31
2349 4464 1	1180603680 2007-5-31
4523 4464 -1	1180604520 2007-5-31
5145 4464 -1	1180607940 2007-5-31
423 4464 1	1180613460 2007-5-31
5494 4464 1	1180619040 2007-5-31
5796 4464 1	1180619760 2007-5-31
5043 4464 1	1180623000 2007-5-31
4605 4464 1	1180633800 2007-5-31
983 4464 1	1180633860 2007-5-31
3655 4464 1	1180638240 2007-5-31
4316 4464 1	1180644780 2007-5-31
3006 4464 1	1180644900 2007-5-31
5237 4464 1	1180645680 2007-5-31
100 4464 -1	1180648920 2007-5-31
3141 4464 1	1180651020 2007-5-31
5880 4464 1	1180658640 2007-6-1
4544 4464 1	1180658940 2007-6-1
5678 4464 1	1180679460 2007-6-1
3813 4464 1	1180682820 2007-6-1
4431 4464 1	1180699740 2007-6-1
3088 4464 1	1180707000 2007-6-1
5540 4464 1	1180710300 2007-6-1
5696 4464 -1	1180716660 2007-6-1
1063 4464 -1	1180727760 2007-6-1
2397 4464 -1	1180750140 2007-6-2
670 4464 -1	1180751520 2007-6-2
779 4464 -1	1180774560 2007-6-2
4966 4464 -1	1180780560 2007-6-2
106 4464 1	1180798020 2007-6-2
3611 4464 -1	1180804440 2007-6-2
4944 4464 1	1180825560 2007-6-2
5863 4464 -1	1180830840 2007-6-3
3445 4464 1	1180881360 2007-6-3
5772 4464 1	1180920480 2007-6-4
2519 4464 -1	1180922520 2007-6-4
4227 4464 1	1180923960 2007-6-4
1173 4464 -1	1180946460 2007-6-4
4117 4464 -1	1180965840 2007-6-4
3315 4464 1	1180989360 2007-6-4
4614 4464 -1	1180997040 2007-6-4
577 4464 -1	1181015280 2007-6-5
1089 4464 -1	1181017620 2007-6-5
968 4464 -1	1181017980 2007-6-5
3782 4464 -1	1181018340 2007-6-5
1952 4464 -1	1181018460 2007-6-5
5368 4464 -1	1181024400 2007-6-5
4898 4464 1	1181031780 2007-6-5
3874 4464 -1	1181050560 2007-6-5
5563 4464 1	1181099100 2007-6-6
4445 4464 -1	1181107140 2007-6-6
5670 4464 -1	1181144880 2007-6-6
170 4464 -1	1181162340 2007-6-6
3997 4464 -1	1181165940 2007-6-6
5881 4464 1	1181169120 2007-6-6
3442 4464 1	1181174220 2007-6-6
2708 5882 -1	1180580100 2007-5-31
5239 5828 -1	1180296360 2007-5-27
5587 5828 -1	1180303260 2007-5-27
4608 5828 1	1180309200 2007-5-27
983 5828 1	1180310460 2007-5-28
4464 5828 -1	1180331280 2007-5-28
5721 5828 -1	1180333980 2007-5-28
4523 5828 1	1180355520 2007-5-28
106 5828 1	1180357980 2007-5-28
4478 5828 1	1180359000 2007-5-28
1063 5828 -1	1180360260 2007-5-28
4617 5828 1	1180361280 2007-5-28
2128 5828 1	1180362840 2007-5-28
4605 5828 1	1180364700 2007-5-28
5044 5828 -1	1180365000 2007-5-28
5781 5828 1	1180366680 2007-5-28
5696 5828 1	1180368960 2007-5-28
4985 5828 1	1180376580 2007-5-28
5582 5828 1	1180384800 2007-5-28
5673 5828 1	1180388640 2007-5-28
5883 5828 1	1180396500 2007-5-28
5796 5828 1	1180400400 2007-5-29
4606 5828 -1	1180401000 2007-5-29
5470 5828 1	1180403160 2007-5-29
2464 5828 1	1180423560 2007-5-29
4150 5828 1	1180427340 2007-5-29
5043 5828 1	1180439880 2007-5-29
5124 5828 1	1180443480 2007-5-29
4893 5828 1	1180449840 2007-5-29
2173 5828 -1	1180454040 2007-5-29
5540 5828 1	1180470000 2007-5-29
5812 5828 1	1180471440 2007-5-29
5869 5828 -1	1180473720 2007-5-29
779 5828 -1	1180476480 2007-5-29
4483 5828 1	1180478400 2007-5-29
423 5828 1	1180526760 2007-5-30
5535 5828 1	1180535220 2007-5-30
5884 5828 1	1180536600 2007-5-30
3315 5828 1	1180542300 2007-5-30
4553 5828 1	1180556700 2007-5-30
5885 5828 1	1180601460 2007-5-31
4630 5828 1	1180607280 2007-5-31
5886 5828 1	1180633200 2007-5-31
670 5828 -1	1180687020 2007-6-1
1025 5828 -1	1180705920 2007-6-1
5237 5828 1	1180734060 2007-6-1
1620 5828 1	1180750200 2007-6-2
968 5828 1	1180808520 2007-6-2
3154 5828 -1	1180824000 2007-6-2
4944 5828 1	1180826880 2007-6-2
4607 5828 -1	1180834020 2007-6-3
4614 5828 1	1180848240 2007-6-3
5152 5828 1	1180908480 2007-6-3
4523 5130 1	1180649220 2007-5-31
5074 5130 1	1180649760 2007-5-31
3148 5130 1	1180651080 2007-5-31
4316 5130 1	1180651140 2007-5-31
4034 5130 1	1180651200 2007-5-31
5044 5130 1	1180651320 2007-5-31
4614 5130 1	1180651920 2007-5-31
423 5130 1	1180652040 2007-5-31
5239 5130 1	1180652880 2007-5-31
3287 5130 1	1180653000 2007-5-31
4608 5130 1	1180653300 2007-5-31
4625 5130 1	1180654500 2007-5-31
5679 5130 1	1180655040 2007-5-31
5678 5130 1	1180666260 2007-6-1
5674 5130 1	1180666500 2007-6-1
5572 5130 1	1180667580 2007-6-1
5535 5130 1	1180671420 2007-6-1
4464 5130 1	1180672680 2007-6-1
5119 5130 1	1180674420 2007-6-1
5142 5130 1	1180677780 2007-6-1
5128 5130 1	1180678140 2007-6-1
4898 5130 1	1180680480 2007-6-1
670 5130 1	1180687560 2007-6-1
4549 5130 1	1180687680 2007-6-1
4431 5130 1	1180699500 2007-6-1
4893 5130 1	1180716120 2007-6-1
106 5130 1	1180716240 2007-6-1
5124 5130 1	1180744260 2007-6-2
4617 5130 1	1180752600 2007-6-2
698 5130 1	1180764900 2007-6-2
2734 5130 1	1180795200 2007-6-2
4944 5130 1	1180825260 2007-6-2
293 5130 -1	1180845540 2007-6-3
5887 5130 1	1180876260 2007-6-3
2358 5130 1	1180922520 2007-6-4
3314 5130 1	1180925760 2007-6-4
3315 5130 1	1180989600 2007-6-4
3588 5130 1	1181014080 2007-6-5
4069 5130 -1	1181084340 2007-6-5
